Original Orbis Name,Original Kununu Name,Similarity Score,Orbis Name (after preprocessing),Kununu Name (after preprocessing),Orbis ID,Kununu ID,NACE Code,Employees,City,Kununu Name Translated
micura pflegedienste krefeld gmbh,micura pflegedienste nrnberg gmbh,100.0,micura,micura,8912649,6008d26d-1c1d-43db-b441-d4bea81446d4,Q - Human health and social work activities,37.0,KREFELD,micura nursing services nrnberg gmbh
igm chemicals ek,igm gmbh & co kg,100.0,igm,igm,394086729,6009f1d4-228a-48ca-9b1b-37c704dafda6,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,37.0,AACHEN,igm gmbh &amp; co kg
esskultur & gastro gmbh,esskultur catering gmbh,100.0,eskultur,eskultur,41214654,600ad3b4-820f-49ad-a7ad-5cf11ad3f6b4,I - Accommodation and food service activities,54.0,WIESLOCH,food culture catering gmbh
victors consulting und verwaltungsgmbh,victors health care catering gmbh,100.0,victors,victors,18484798,600ecfe8-a3ba-464d-b38d-07d58ed6fe48,S - Other service activities,477.0,BERLIN,victors health care catering gmbh
akelius technology gmbh,akelius gmbh,100.0,akelius,akelius,509702164,60141207-e773-4f33-8b59-9be409fce1f0,J - Information and communication,95.0,BERLIN,akelius gmbh
siegfried weber metallbearbeitung gmbh,e ziegler metallbearbeitung ag,100.0,metallbearbeitung,metallbearbeitung,2674323,60161089-bf97-4a8c-9b9b-73c17048d3a8,C - Manufacturing,35.0,NIEDERNHALL,e ziegler metalworking ag
emco wheaton gmbh,emco wheaton gesellschaft mit beschrnkter haftung,100.0,emco wheaton,emco wheaton,2618082,6019b1e3-292f-4419-85b5-9bf09a598395,C - Manufacturing,136.0,KIRCHHAIN,emco wheaton limited liability company
lmt gmbh & co kg,lmt group,100.0,lmt,lmt,49077367,6024eb9f-54c2-4a17-95ee-e062f361c2ea,K - Financial and insurance activities,1846.0,SCHWARZENBEK,lmtgroup
angels gmbh,management angels gmbh,100.0,angels,angels,229325834,60279e11-1660-4181-92b8-dd9f963b56dc,C - Manufacturing,56.0,NAGOLD,management angels gmbh
seb baugesellschaft mbh,seb ab frankfurt branch,100.0,seb,seb,136025436,602f8de9-ba78-41e9-bc83-7824ba88be8b,F - Construction,48.0,ILMTAL-WEINSTRASSE,seb ab frankfurt branch
oxando gmbh,oxando software & consulting,100.0,oxando,oxando,41214421,60353b31-d946-495f-98a1-09bc8ea237a4,"M - Professional, scientific and technical activities",39.0,MANNHEIM,oxando software &amp; consulting
kleintierklinik bremen gmbh,kleintierklinik hannover,100.0,kleintierklinik,kleintierklinik,498341798,603c93c8-8de6-4d61-8851-cd73eb342530,"M - Professional, scientific and technical activities",45.0,BREMEN,small animal clinic hannover
b&o service ag,b&o service gruppe,100.0,bundo,bundo,60520714,6052cbc1-258f-4997-8a32-caddecf61f4f,L - Real estate activities,1661.0,BAD AIBLING,b&amp;o service group
green for life retail service gmbh,green city ag,100.0,green,green,257228029,6054cdb3-0bfa-4dd2-9cee-15fc95073a9a,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,33.0,,greencity ag
oberhavel verkehrsgesellschaft mbh,landkreis oberhavel,100.0,oberhavel,oberhavel,2271486,60571ef1-b50c-4104-aeb1-a5bb8d364ec7,H - Transportation and storage,140.0,ORANIENBURG,oberhavel district
atv vertriebs gmbh,atv technologie gmbh,100.0,atv,atv,2475767,605f9578-15a0-47b6-86b0-4753aaffc04f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,36.0,AHLEN,atv technology gmbh
markant services international gmbh,markant gruppe,100.0,markant,markant,2695740,6061c51e-e90f-4b63-83a9-609d30e8538e,J - Information and communication,421.0,OFFENBURG,striking group
kamax holding gmbh & co kg,kamax,100.0,kamax,kamax,168492799,6074fe56-5f5a-4da8-841b-95df9d45aaac,K - Financial and insurance activities,3606.0,HOMBERG,kamax
ccm projekt gmbh,ccm gmbh,100.0,ccm,ccm,386556922,607b266e-1985-4dca-98db-dbb216c35318,F - Construction,31.0,KOELN,ccm gmbh
gs star gmbh,gs company gmbh & co kg,100.0,gs,gs,125939809,60826820-a6c8-47c3-a585-c8dfbf1e67c6,I - Accommodation and food service activities,100.0,MUENCHEN,gs company gmbh &amp; co kg
oxford instruments gmbh,oxford computer group,100.0,oxford,oxford,12073432,608dbc1e-7275-4660-b29a-31d6fbd3b5f2,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,49.0,WIESBADEN,oxford computer group
abg frankfurt holding wohnungsbau und beteiligungsgesellschaft mit beschraenkter haftung,abg frankfurt holding wohnungsbau und beteiligungsgesellschaft mit beschrnkter haftung,100.0,abg,abg,2613324,6091dd74-b8a0-4174-8078-fbf28cc64795,L - Real estate activities,760.0,FRANKFURT,abg frankfurt holding housing construction and investment company with limited liability
bronk handelsgesellschaft mbh,bronk & company gmbh,100.0,bronk,bronk,52095506,609e8b6a-168e-4f74-ac01-0d2d8b39ce77,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,38.0,HAMM,bronk &amp; company gmbh
caspar & dase gmbh,pflegedienst caspar & dase gmbh,100.0,caspar dase,caspar dase,9287341,60a01dd2-ddfd-4ba6-a00f-92e7e034509c,Q - Human health and social work activities,100.0,WEDEMARK,nursing service caspar &amp; dase gmbh
stadtwerke heilbronn gmbh,hochschule heilbronn,100.0,heilbronn,heilbronn,7468517,60a8c059-951b-46e7-bec8-f6d200342059,"D - Electricity, gas, steam and air conditioning supply",645.0,HEILBRONN,heilbronn university
el 3 gmbh,kgel bau gmbh & co kg,100.0,el,el,308403349,60cf1535-9dfd-4153-8ab9-8d88678555d3,C - Manufacturing,31.0,BOEKLUND,kgel bau gmbh &amp; co kg
lanfer holding gmbh & co kg,lanfer automation gmbh & cokg,100.0,lanfer,lanfer,60678270,60d79582-92e9-4e2c-82bb-5a823b6085c1,K - Financial and insurance activities,934.0,MEPPEN,lanfer automation gmbh &amp; cokg
phl logistik gmbh,phl gmbh & co kg,100.0,phl,phl,178129791,60d88e61-7a30-4194-9f53-6771622d5e5f,H - Transportation and storage,47.0,WARDENBURG,phl gmbh &amp; co kg
2do digital gmbh,2do marketing services gmbh,100.0,2do,2do,300640333,60e50888-d7b1-428a-b436-27e6c9be6388,"M - Professional, scientific and technical activities",32.0,HAMBURG,2do marketing services gmbh
toyota logistics services deutschland gmbh,toyota,100.0,toyota,toyota,9292713,60e5df3e-b1b4-49c8-9320-b2dbdb9d4037,H - Transportation and storage,70.0,KOELN,toyota
docuware europe gmbh,docuware group,100.0,docuware,docuware,129512185,60f69a28-1757-4fd1-8009-4d3adfec0095,J - Information and communication,92.0,GERMERING,docuwaregroup
pos service gmbh,pos service group,100.0,pos,pos,2502271,60fe89ff-f1b3-4b03-90d9-5baafb70996c,S - Other service activities,164.0,WARSTEIN,pos service group
raben trans european germany gmbh,raben group,100.0,raben,raben,113667148,6100b6a1-8773-4205-97c3-b86c7ade5fa6,H - Transportation and storage,2684.0,MANNHEIM,rabengroup
dal deutsche anlagenleasing gmbh & co kg,dal deutsche anlagenleasing gruppe,100.0,dal anlagenleasing,dal anlagenleasing,7106232,611c323b-a4bc-4036-bbbe-da48e90b8722,L - Real estate activities,266.0,,dal german plant leasing group
deutsches rotes kreuz kreisverband bottrop ev,stadt bottrop,100.0,bottrop,bottrop,49022539,613acb83-28ce-423b-ba32-903043eba451,Q - Human health and social work activities,300.0,,city of bottrop
siemon gmbh,autohaus h siemon gmbh & co kg,100.0,siemon,siemon,2490870,615bd62a-e8a6-4de2-ad48-3b3b09cb27b4,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,248.0,IBBENBUEREN,autohaus h siemon gmbh &amp; co kg
wulf gmbh & co kg,soziale dienstleistungen wulf ek,100.0,wulf,wulf,2478171,615e20b9-bf93-4542-b128-06024bdb68f8,L - Real estate activities,299.0,BAD SALZUFLEN,social services wulf ek
woco gmbh & co kg,woco gruppe,100.0,woco,woco,2617655,61816792-b208-478d-95cd-83a40cfd82fa,K - Financial and insurance activities,4723.0,BAD SODEN-SALMUENSTER,woco group
sta heimwerkermarkt gmbh & co kg,sta travel gmbh,100.0,sta,sta,2833618,6190b16c-8b6c-49e6-8a66-5ad6103694d1,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,65.0,STARNBERG,sta travel gmbh
kampmann group gmbh,kampmann,100.0,kampmann,kampmann,2391104,61a30155-511d-4c60-ad94-17199feacc4d,K - Financial and insurance activities,914.0,LINGEN,kampmann
autohaus ing ludwig freitag gmbh & co kg,freitag & co gmbh,100.0,freitag,freitag,2810829,61a72e2d-3d7f-4fe7-921a-312bd103f366,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,62.0,STRAUBING,freitag &amp; co gmbh
institut lernen & leben ev,institut lernen und leben e v,100.0,lernen,lernen,192618758,61cfb8f8-7b9c-4c9f-8a40-0a7601ee8d75,Q - Human health and social work activities,1100.0,BENTWISCH,institute learning and living ev
do & co service gmbh,2 do werbeagentur gmbh,100.0,do,do,196352983,61d8bb40-80ce-4a8a-a865-310b43b9c467,I - Accommodation and food service activities,58.0,MUENCHEN,2 do advertising agency gmbh
deutsches rotes kreuz kreisverband uckermark ost ev,landkreis uckermark,100.0,uckermark,uckermark,192625081,6203860a-5097-4a89-9881-ed5bc958173a,Q - Human health and social work activities,182.0,SCHWEDT,Uckermark district
umicore ag & co kg,umicore,100.0,umicore,umicore,30672440,62074090-416b-4567-bec5-536a697dcc2e,C - Manufacturing,10400.0,HANAU,umicore
avery dennison materials gmbh,avery dennison,100.0,avery dennison,avery dennison,30459801,620b77ee-b4ef-442f-8fa3-80105f4eca11,C - Manufacturing,173.0,SCHWELM,avery dennisson
haneder gmbh,haneder spedition,100.0,haneder,haneder,2817009,621233cc-b6f7-4e6f-a7dd-c9f53b3f0bf5,H - Transportation and storage,117.0,REGENSBURG,haneder forwarding
sbs deutschland gmbh,sbs software gmbh,100.0,sbs,sbs,2427577,6248506c-af2f-47bc-8bd9-af0945375b3f,C - Manufacturing,103.0,EISENACH,sbs software gmbh
p&m agentur software & consulting gmbh,p&m agentur software consulting gmbh,100.0,pundm,pundm,155059884,624b5b90-b010-4bbb-b4e9-2f56e6ae7c1a,J - Information and communication,45.0,HAMBURG,p&amp;m agency software consulting gmbh
3 x 1 immobilien gmbh,concept x,100.0,x,x,6540461,62762216-12a0-4a94-9c66-00ea05a63b53,L - Real estate activities,31.0,ERFURT,conceptx
radisson hotel frankfurt am main gmbh,radisson hotel group,100.0,radison,radison,7577404,627c7b75-e241-424a-944a-9e7789ebf7c5,I - Accommodation and food service activities,70.0,DUISBURG,radisson hotel group
rfc radio fernseh und computertechnik gmbh,rfc radio fernseh u computertechnik gmbh,100.0,rfc radio fernseh computertechnik,rfc radio fernseh computertechnik,2393417,62858ad9-da43-4680-921e-c37353028ce5,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,270.0,CHEMNITZ,rfc radio television and computer technology gmbh
rockwell automation gmbh,rockwell automation deutschland,100.0,rockwell,rockwell,2590071,629c5038-2586-4e3c-beef-49b9bc5c7855,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,224.0,DUESSELDORF,rockwell automation germany
whoohoo germany gmbh,whoohoo,100.0,whoohoo,whoohoo,73151911,629e9ea4-1a34-48f1-8ef1-756a328fc23f,N - Administrative and support service activities,123.0,DUESSELDORF,whoohoo
kao chemicals gmbh,kao,100.0,kao,kao,2541988,62b48068-9d6f-4386-b5a0-e8055582e645,C - Manufacturing,224.0,EMMERICH,kao
erwin kowsky gmbh & co kg,kowsky holding gmbh & co kg,100.0,kowsky,kowsky,2368512,62bbd99c-eac1-4c5a-a515-73b48ce175e8,C - Manufacturing,33.0,NEUMUENSTER,kowsky holding gmbh &amp; co kg
johann sperber gmbh & co kg,sperber gmbh,100.0,sperber,sperber,2792063,62c32496-ee7a-4531-9ae3-9c7f20442c63,H - Transportation and storage,107.0,NUERNBERG,sperber gmbh
bay logistik gmbh co kg,capital bay gmbh,100.0,bay,bay,2721867,62c8775c-247a-44da-920e-504cbc7ed492,H - Transportation and storage,191.0,WAIBLINGEN,capitalbay gmbh
ksc klinik service center gmbh,ksc management gmbh,100.0,ksc,ksc,2434346,62d4b91c-3358-4cd4-bfab-7aa4bc7b06db,N - Administrative and support service activities,431.0,BRANDENBURG,ksc management gmbh
autohaus gerhard mensch gmbh,stiftung mensch,100.0,mensch,mensch,2627970,62f39562-ae3b-4531-ad0d-8401c4fc605d,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,62.0,VOLKMARSEN,human foundation
broich systemtechnik gmbh,broich premium catering gmbh,100.0,broich,broich,12069143,6302be19-a8ea-42d4-8ef9-d628a88e77b2,"M - Professional, scientific and technical activities",82.0,HENNEF,broich premium catering gmbh
rts rieger team werbeagentur gmbh,rts rieger team,100.0,rts rieger,rts rieger,2722962,63304bfd-67c8-44ed-a43f-f7a1e1674935,"M - Professional, scientific and technical activities",40.0,STUTTGART,rts rieger team
krankenhaus maria hilf gmbh,kliniken maria hilf gmbh,100.0,maria hilf,maria hilf,2593934,6330b8d2-ebad-4166-8a65-8e27acbcbec4,Q - Human health and social work activities,551.0,DAUN,clinics maria hilf gmbh
letmerepair gmbh,letmerepair group,100.0,letmerepair,letmerepair,75255696,6330c77a-3bb6-4175-9541-2537bfd6b770,J - Information and communication,238.0,BAUTZEN,letmerepairgroup
ise information systems engineering gmbh,ise automotive gmbh,100.0,ise,ise,13648259,634751b8-9027-4260-9e84-038a2cd699d4,J - Information and communication,32.0,GRAEFENBERG,ise automotive gmbh
holzland becker gmbh,holzland becker gmbh & co kg,100.0,holzland,holzland,2640989,637c5884-72e2-4967-8b96-4c8a4b4b6f13,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,219.0,OBERTSHAUSEN,holzland becker gmbh &amp; co kg
bodenbach fachpersonal e k,bodenbach fachpersonal,100.0,bodenbach fachpersonal,bodenbach fachpersonal,249119260,638fb061-3118-458f-8506-13a84f44920e,N - Administrative and support service activities,156.0,MUENZENBERG,bodenbach specialist staff
betterbyphone gmbh & co kg,betterbyphone gmbh,100.0,betterbyphone,betterbyphone,2756361,6391b401-6b09-4ef9-a990-27d888ce3bf2,N - Administrative and support service activities,39.0,BAMBERG,betterbyphone gmbh
pflegeheim am eichberg gmbh,eichberg gmbh,100.0,eichberg,eichberg,7599595,639b56b6-5c54-4298-9a2e-a6db784668c4,Q - Human health and social work activities,73.0,MARKTGRAITZ,eichberg gmbh
nt bau gmbh,nt innovation company gmbh,100.0,nt,nt,476513468,63a61055-762a-48f7-ab73-5a3247f7f103,F - Construction,43.0,HAMBURG,nt innovation company gmbh
teekanne holding gmbh & cokg,teekanne gmbh & co kg,100.0,teekanne,teekanne,490075756,63abfa6d-e191-4038-9919-d4a5ef3496ea,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,1146.0,DUESSELDORF,teapot gmbh &amp; co kg
omnicare investment gmbh,omnicare,100.0,omnicare,omnicare,417523812,63b0ffb1-a399-47ee-b51e-df0ed71a445a,Q - Human health and social work activities,215.0,MUENCHEN,omnicare
kieserling logistik solutions gmbh,kieserling personalmanagement gmbh bremen,100.0,kieserling,kieserling,2290714,63bf03c4-c617-4ce3-a64a-e0e25bb0e8f6,N - Administrative and support service activities,394.0,HAMM,kieserling personal management gmbh bremen
orizon holding gmbh,orizon gmbh,100.0,orizon,orizon,41230111,63daa3b0-36b9-41f8-8589-70b5ddd65d19,N - Administrative and support service activities,7185.0,AUGSBURG,orizon gmbh
karl ahmerkamp leipzig gmbh & co kg,karl ahmerkamp gmbh & co kg,100.0,ahmerkamp,ahmerkamp,2412847,63e79f16-891e-4b73-9316-06e89cd53aad,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,41.0,TAUCHA,karl ahmerkamp gmbh &amp; co kg
zentis logistik service gmbh,zentis,100.0,zentis,zentis,2520165,64268eeb-3c0b-4b4d-8b5d-70329ed3fb18,H - Transportation and storage,140.0,AACHEN,centis
gansel ambulante krankenpflege gmbh,gansel rechtsanwlte,100.0,gansel,gansel,31647489,6436d6fe-cb62-4365-b9a1-427f1cc5cc89,Q - Human health and social work activities,51.0,BERLIN,gansel lawyers
otto christ aktiengesellschaft,christ group,100.0,christ,christ,2768900,643b7f41-696c-4148-a2be-75c0068689d9,C - Manufacturing,570.0,BENNINGEN,christgroup
erwin hymer center stuttgart gmbh,erwin hymer world gmbh,100.0,hymer,hymer,168193014,645052fe-416d-4796-9787-9dd5ddfdb735,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,67.0,SINDELFINGEN,erwin hymer world gmbh
polymer technik & service gmbh,polymer park materials,100.0,polymer,polymer,467995726,645207f0-ba0b-450b-902f-908f253a373f,S - Other service activities,74.0,BAD SOBERNHEIM,polymer park materials
tsc holding gmbh,tsc training services & consulting gmbh,100.0,tsc,tsc,403219306,6455a3e8-6683-4e07-9f62-3d42e9dbbe45,N - Administrative and support service activities,382.0,BOTTROP,tsc training services &amp; consulting gmbh
tier mobility se,tier operations germany,100.0,tier,tier,387408769,64a643cf-beda-4571-8b5f-f81a090de464,N - Administrative and support service activities,452.0,BERLIN,animal operations germany
gross gmbh & co kg,peter gross bau,100.0,gros,gros,2722605,64a94e90-44dc-4df0-8703-f1bc05a85c24,N - Administrative and support service activities,299.0,KOENGEN,peter gross construction
klingspor ag,klingspor management gmbh & co kg,100.0,klingspor,klingspor,49075445,64b71b61-e6dd-4efe-970c-2689f867833d,"M - Professional, scientific and technical activities",2914.0,HAIGER,klingspor management gmbh &amp; co kg
neptun logistik gmbh,hotel neptun,100.0,neptun,neptun,31670844,64c68d31-aebe-4b2e-bc8f-ec3c80f4afa5,H - Transportation and storage,84.0,ROSTOCK,hotel neptun
lindenblatt gottzmann ohg,g lindenblatt h j gottzmann ohg,100.0,lindenblatt gottzmann,lindenblatt gottzmann,2260940,64ccb7e3-234f-41dc-9d61-a6fe1cc98930,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,194.0,BERLIN,g lindenblatt hj gottzmann ohg
elting metalltechnik gmbh & co kg,elting kg,100.0,elting,elting,2455160,64e32479-3925-4e88-92c6-c63ec31c6a0b,C - Manufacturing,67.0,ISSELBURG,elting-kg
k line europe gmbh,direct line marketing und kommunikation gmbh,100.0,line,line,158518321,64eaad8a-cd9c-4bbb-bb03-e1fa9e048011,N - Administrative and support service activities,142.0,DUESSELDORF,direct line marketing and communication gmbh
betonwerk oschatz gmbh,oschatz gmbh,100.0,oschatz,oschatz,2412230,64ee72c1-dbda-466d-8127-f719255d2275,C - Manufacturing,96.0,OSCHATZ,oschatz gmbh
stadtwerke ansbach gmbh,stadt ansbach,100.0,ansbach,ansbach,2803850,650052b3-5a6a-4489-aa7f-eca62e1cd620,"D - Electricity, gas, steam and air conditioning supply",82.0,ANSBACH,city of ansbach
gesundheit lippe gmbh,kreis lippe,100.0,lippe,lippe,155204016,65135533-4fb4-47ff-beef-81a1257a91f7,O - Public administration and defence; compulsory social security,3380.0,DETMOLD,circle lip
nagel inhouse logistics services gmbh,inhouse mobility gmbh,100.0,inhouse,inhouse,18499482,6518aecd-e5ed-4015-b4ef-e117188a64dc,H - Transportation and storage,10723.0,VERSMOLD,inhouse mobility gmbh
bkb beteiligungsgmbh,bkb gmbh,100.0,bkb,bkb,71139417,651a4e9f-c978-4110-a8ae-5582b7773fdc,K - Financial and insurance activities,55.0,KEHL,bkb-gmbh
heraeus holding gesellschaft mit beschraenkter haftung,heraeus group,100.0,heraus,heraus,2625091,6529d217-ad54-4ad0-ab5b-16631c7a9919,"M - Professional, scientific and technical activities",13924.0,HANAU,heraeusgroup
ktg europe gmbh,ktg gruppe,100.0,ktg,ktg,75257066,653cf625-c929-43f7-b999-ad4fe482101f,C - Manufacturing,43.0,TROISDORF,ktg group
ng engineering solutions gmbh,ng engineering gmbh,100.0,ng,ng,41164304,65462aa4-5df5-4a33-826c-94629f7ba5c7,"M - Professional, scientific and technical activities",51.0,ROEDENTAL,ng engineering gmbh
